WellName,FlowDate,FlowRateAcFtPM,FlowRateCFS,FlowRateGPM
SW0202,10/1/2022,105.52,,
SW0202,11/1/2022,60.11,,
SW0202,12/1/2022,29.81,,
SW0202,1/1/2023,48.32,,
SW0202,2/1/2023,36.24,,
SW0202,3/1/2023,7.7,,
SW0202,4/1/2023,44.4,,
SW0202,5/1/2023,436.12,,
SW0202,6/1/2023,965.16,,
SW0202,7/1/2023,1036.59,,
SW0202,8/1/2023,273.62,,
SW0202,9/1/2023,176.25,,
SW0053,10/1/2022,32.75,,
SW0053,11/1/2022,29.08,,
SW0053,12/1/2022,33.17,,
SW0053,1/1/2023,42.77,,
SW0053,2/1/2023,66.42,,
SW0053,3/1/2023,58.74,,
SW0053,4/1/2023,112.09,,
SW0053,5/1/2023,193.04,,
SW0053,6/1/2023,188.6,,
SW0053,7/1/2023,241.96,,
SW0053,8/1/2023,124.1,,
SW0053,9/1/2023,0.39,,
SW0294,10/1/2022,0,,
SW0294,11/1/2022,0,,
SW0294,12/1/2022,0,,
SW0294,1/1/2023,0,,
SW0294,2/1/2023,0,,
SW0294,3/1/2023,0,,
SW0294,4/1/2023,0,,
SW0294,5/1/2023,12.92,,
SW0294,6/1/2023,92.14,,
SW0294,7/1/2023,219.83,,
SW0294,8/1/2023,49.8,,
SW0294,9/1/2023,5.17,,
SW0003,10/1/2022,30.76,,
SW0003,11/1/2022,30.27,,
SW0003,12/1/2022,35.03,,
SW0003,1/1/2023,45.01,,
SW0003,2/1/2023,28.19,,
SW0003,3/1/2023,183.49,,
SW0003,4/1/2023,33.53,,
SW0003,5/1/2023,181.13,,
SW0003,6/1/2023,196.82,,
SW0003,7/1/2023,347.69,,
SW0003,8/1/2023,301.02,,
SW0003,9/1/2023,510.82,,
SW0013,10/1/2022,0,,
SW0013,11/1/2022,0,,
SW0013,12/1/2022,13.27,,
SW0013,1/1/2023,62.02,,
SW0013,2/1/2023,34.43,,
SW0013,3/1/2023,237.79,,
SW0013,4/1/2023,562.54,,
SW0013,5/1/2023,1091.43,,
SW0013,6/1/2023,1433.77,,
SW0013,7/1/2023,1525.99,,
SW0013,8/1/2023,754.4,,
SW0013,9/1/2023,603.01,,
SW0306,10/1/2022,0,,
SW0306,11/1/2022,0,,
SW0306,12/1/2022,0,,
SW0306,1/1/2023,0,,
SW0306,2/1/2023,0,,
SW0306,3/1/2023,0,,
SW0306,4/1/2023,0,,
SW0306,5/1/2023,55.11,,
SW0306,6/1/2023,64.23,,
SW0306,7/1/2023,121.27,,
SW0306,8/1/2023,27.77,,
SW0306,9/1/2023,38.92,,
SW0090,10/1/2022,405.28,,
SW0090,11/1/2022,469.6,,
SW0090,12/1/2022,445.22,,
SW0090,1/1/2023,344.1,,
SW0090,2/1/2023,260.6,,
SW0090,3/1/2023,146.37,,
SW0090,4/1/2023,92.13,,
SW0090,5/1/2023,83.7,,
SW0090,6/1/2023,120,,
SW0090,7/1/2023,120,,
SW0090,8/1/2023,120,,
SW0090,9/1/2023,802.84,,
SW0061,10/1/2022,0,,
SW0061,11/1/2022,0,,
SW0061,12/1/2022,0,,
SW0061,1/1/2023,0,,
SW0061,2/1/2023,0,,
SW0061,3/1/2023,0,,
SW0061,4/1/2023,0,,
SW0061,5/1/2023,0,,
SW0061,6/1/2023,0,,
SW0061,7/1/2023,0,,
SW0061,8/1/2023,0,,
SW0061,9/1/2023,0,,
SW0185,10/1/2022,3.4,,
SW0204,10/1/2022,6.15,,
SW0204,11/1/2022,5.95,,
SW0204,12/1/2022,6.15,,
SW0204,1/1/2023,6.15,,
SW0204,2/1/2023,5.55,,
SW0204,3/1/2023,6.15,,
SW0204,4/1/2023,5.95,,
SW0204,5/1/2023,6.15,,
SW0204,6/1/2023,5.95,,
SW0204,7/1/2023,6.15,,
SW0204,8/1/2023,6.15,,
SW0204,9/1/2023,5.95,,
SW0213,10/1/2022,70.48,,
SW0213,11/1/2022,72.27,,
SW0213,12/1/2022,212.32,,
SW0213,1/1/2023,75.3,,
SW0213,2/1/2023,90.71,,
SW0213,3/1/2023,246.81,,
SW0213,4/1/2023,92.2,,
SW0213,5/1/2023,98.05,,
SW0213,6/1/2023,89.28,,
SW0213,7/1/2023,498.74,,
SW0213,8/1/2023,104.07,,
SW0213,9/1/2023,86.04,,
SW0285,10/1/2022,0,,
SW0285,11/1/2022,0,,
SW0285,12/1/2022,0,,
SW0285,1/1/2023,0,,
SW0285,2/1/2023,0,,
SW0285,3/1/2023,120.5,,
SW0285,4/1/2023,0,,
SW0285,5/1/2023,0,,
SW0285,6/1/2023,0,,
SW0285,7/1/2023,0,,
SW0285,8/1/2023,0,,
SW0285,9/1/2023,0,,
SW0307,10/1/2022,0,,
SW0307,11/1/2022,0,,
SW0307,12/1/2022,0,,
SW0307,1/1/2023,0,,
SW0307,2/1/2023,0,,
SW0307,3/1/2023,0,,
SW0307,4/1/2023,0,,
SW0307,5/1/2023,48.74,,
SW0307,6/1/2023,40.18,,
SW0307,7/1/2023,109.15,,
SW0307,8/1/2023,28.57,,
SW0307,9/1/2023,57.81,,
SW0356,10/1/2022,3016.86,,
SW0356,11/1/2022,2749.09,,
SW0356,12/1/2022,2677.68,,
SW0356,1/1/2023,3982.81,,
SW0356,2/1/2023,3080.33,,
SW0356,3/1/2023,11779.83,,
SW0356,4/1/2023,10296.2,,
SW0356,5/1/2023,11353.39,,
SW0356,6/1/2023,25642.31,,
SW0356,7/1/2023,15141.82,,
SW0356,8/1/2023,12289.59,,
SW0356,9/1/2023,5738.18,,
SW0055,10/1/2022,712.86,,
SW0055,11/1/2022,778.52,,
SW0055,12/1/2022,804.54,,
SW0055,1/1/2023,654.52,,
SW0055,2/1/2023,485.15,,
SW0055,3/1/2023,565.1,,
SW0055,4/1/2023,575.33,,
SW0055,5/1/2023,624.02,,
SW0055,6/1/2023,680.56,,
SW0055,7/1/2023,750.14,,
SW0055,8/1/2023,734.94,,
SW0055,9/1/2023,726.44,,
SW0194,10/1/2022,14.65,,
SW0194,11/1/2022,0,,
SW0194,12/1/2022,0,,
SW0194,1/1/2023,0.8,,
SW0194,2/1/2023,0,,
SW0194,3/1/2023,71.28,,
SW0194,4/1/2023,0,,
SW0194,5/1/2023,397.4,,
SW0194,6/1/2023,867.41,,
SW0194,7/1/2023,1239.39,,
SW0194,8/1/2023,58,,
SW0056,10/1/2022,597.24,,
SW0056,11/1/2022,572.3,,
SW0056,12/1/2022,584.79,,
SW0056,1/1/2023,569.69,,
SW0056,2/1/2023,513.28,,
SW0056,3/1/2023,558.23,,
SW0056,4/1/2023,537.95,,
SW0056,5/1/2023,582.09,,
SW0056,6/1/2023,587.21,,
SW0056,7/1/2023,593.57,,
SW0056,8/1/2023,605.5,,
SW0056,9/1/2023,577.27,,
SW0372,5/1/2023,52.18,,
SW0372,6/1/2023,136.72,,
SW0372,7/1/2023,124.4,,
SW0372,8/1/2023,65.44,,
SW0372,9/1/2023,37.88,,
SW0037,10/1/2022,23.08,,
SW0037,11/1/2022,18.32,,
SW0037,12/1/2022,40.75,,
SW0037,1/1/2023,150.05,,
SW0037,2/1/2023,103.76,,
SW0037,3/1/2023,292.16,,
SW0037,4/1/2023,656.88,,
SW0037,5/1/2023,3373.41,,
SW0037,6/1/2023,4193.14,,
SW0037,7/1/2023,3530.52,,
SW0037,8/1/2023,1397.65,,
SW0037,9/1/2023,728.74,,
SW0074,10/1/2022,268.76,,
SW0074,11/1/2022,273.86,,
SW0074,12/1/2022,305.48,,
SW0074,1/1/2023,398.42,,
SW0074,2/1/2023,299.78,,
SW0074,3/1/2023,782.29,,
SW0074,4/1/2023,933.98,,
SW0074,5/1/2023,2073.98,,
SW0074,6/1/2023,2211.12,,
SW0074,7/1/2023,2410.59,,
SW0074,8/1/2023,2887.79,,
SW0074,9/1/2023,1657.07,,
SW0127,10/1/2022,0,,
SW0127,11/1/2022,0,,
SW0127,12/1/2022,0,,
SW0127,1/1/2023,0,,
SW0127,2/1/2023,0,,
SW0127,3/1/2023,0,,
SW0127,4/1/2023,0,,
SW0127,5/1/2023,0,,
SW0127,6/1/2023,0,,
SW0127,7/1/2023,0,,
SW0127,8/1/2023,0,,
SW0127,9/1/2023,0,,
SW0260,10/1/2022,0,,
SW0260,11/1/2022,0,,
SW0260,12/1/2022,0,,
SW0260,1/1/2023,0,,
SW0260,2/1/2023,0,,
SW0260,3/1/2023,0,,
SW0260,4/1/2023,0,,
SW0260,5/1/2023,0,,
SW0260,6/1/2023,0,,
SW0260,7/1/2023,0,,
SW0260,8/1/2023,0,,
SW0260,9/1/2023,0,,
SW0284,10/1/2022,0,,
SW0284,11/1/2022,0,,
SW0284,12/1/2022,0,,
SW0284,1/1/2023,0,,
SW0284,2/1/2023,0,,
SW0284,3/1/2023,13.59,,
SW0284,4/1/2023,0,,
SW0284,5/1/2023,55.34,,
SW0284,6/1/2023,202.18,,
SW0284,7/1/2023,189.93,,
SW0284,8/1/2023,125.38,,
SW0284,9/1/2023,282.36,,
SW0400,10/1/2022,10.39,,
SW0400,11/1/2022,9.8,,
SW0400,12/1/2022,8.57,,
SW0400,1/1/2023,8.79,,
SW0400,2/1/2023,9.44,,
SW0400,3/1/2023,7.55,,
SW0400,4/1/2023,8.14,,
SW0400,5/1/2023,7.2,,
SW0400,6/1/2023,6.76,,
SW0400,7/1/2023,6.99,,
SW0400,8/1/2023,6.99,,
SW0400,9/1/2023,7.96,,
SW0125,10/1/2022,0,,
SW0125,11/1/2022,0,,
SW0125,12/1/2022,0,,
SW0125,1/1/2023,0,,
SW0125,2/1/2023,0,,
SW0125,3/1/2023,0,,
SW0125,4/1/2023,0,,
SW0125,5/1/2023,0,,
SW0125,6/1/2023,0,,
SW0125,7/1/2023,0,,
SW0125,8/1/2023,0,,
SW0125,9/1/2023,0,,
SW0195,10/1/2022,511.68,,
SW0195,11/1/2022,531.21,,
SW0195,12/1/2022,586.15,,
SW0195,1/1/2023,624,,
SW0195,2/1/2023,596.14,,
SW0195,3/1/2023,696.03,,
SW0195,4/1/2023,709.61,,
SW0195,5/1/2023,768.9,,
SW0195,6/1/2023,507.04,,
SW0195,7/1/2023,627.51,,
SW0195,8/1/2023,11.47,,
SW0243,10/1/2022,0,,
SW0243,11/1/2022,0,,
SW0243,12/1/2022,0,,
SW0243,1/1/2023,0,,
SW0243,2/1/2023,0,,
SW0243,3/1/2023,0,,
SW0243,4/1/2023,15.39,,
SW0243,5/1/2023,507.37,,
SW0243,6/1/2023,750.61,,
SW0243,7/1/2023,913.9,,
SW0243,8/1/2023,608.96,,
SW0243,9/1/2023,0,,
SW0250,10/1/2022,0,,
SW0250,11/1/2022,0,,
SW0250,12/1/2022,0,,
SW0250,1/1/2023,0,,
SW0250,2/1/2023,0,,
SW0250,3/1/2023,0,,
SW0250,4/1/2023,0,,
SW0250,5/1/2023,0,,
SW0250,6/1/2023,0,,
SW0250,7/1/2023,0,,
SW0250,8/1/2023,0,,
SW0250,9/1/2023,0,,
SW0277,10/1/2022,0,,
SW0277,11/1/2022,0,,
SW0277,12/1/2022,0,,
SW0277,1/1/2023,0,,
SW0277,2/1/2023,0,,
SW0277,3/1/2023,0,,
SW0277,4/1/2023,0,,
SW0277,5/1/2023,0,,
SW0277,6/1/2023,9.92,,
SW0277,7/1/2023,162.68,,
SW0277,8/1/2023,123.77,,
SW0277,9/1/2023,124.29,,
SW0295,10/1/2022,0,,
SW0295,11/1/2022,0,,
SW0295,12/1/2022,0,,
SW0295,1/1/2023,0,,
SW0295,2/1/2023,0,,
SW0295,3/1/2023,0,,
SW0295,4/1/2023,0,,
SW0295,5/1/2023,30.48,,
SW0295,6/1/2023,62.73,,
SW0295,7/1/2023,120.92,,
SW0295,8/1/2023,8.03,,
SW0295,9/1/2023,0,,
SW0370,10/1/2022,0,,
SW0370,11/1/2022,0,,
SW0370,12/1/2022,0,,
SW0370,1/1/2023,56.62,,
SW0370,2/1/2023,7.98,,
SW0370,3/1/2023,241.58,,
SW0370,4/1/2023,76.05,,
SW0370,5/1/2023,833.36,,
SW0370,6/1/2023,1063.24,,
SW0370,7/1/2023,1089.24,,
SW0370,8/1/2023,1233.25,,
SW0370,9/1/2023,282.25,,
SW0200,10/1/2022,501.94,,
SW0200,11/1/2022,188.5,,
SW0200,12/1/2022,176.39,,
SW0200,1/1/2023,178.74,,
SW0200,2/1/2023,128.39,,
SW0200,3/1/2023,123.3,,
SW0200,4/1/2023,0,,
SW0200,5/1/2023,413.14,,
SW0200,6/1/2023,1553.77,,
SW0200,7/1/2023,1476,,
SW0200,8/1/2023,338.72,,
SW0200,9/1/2023,155.32,,
SW0161,10/1/2022,1.95,,
SW0161,11/1/2022,0,,
SW0161,12/1/2022,0.78,,
SW0161,1/1/2023,0.12,,
SW0161,2/1/2023,0,,
SW0161,3/1/2023,2.16,,
SW0161,4/1/2023,21.82,,
SW0161,5/1/2023,7.03,,
SW0161,6/1/2023,7.58,,
SW0161,7/1/2023,86.96,,
SW0161,8/1/2023,58.39,,
SW0161,9/1/2023,21.94,,
SW0004,10/1/2022,34.56,,
SW0004,11/1/2022,31.6,,
SW0004,12/1/2022,32.67,,
SW0004,1/1/2023,107.34,,
SW0004,2/1/2023,26.44,,
SW0004,3/1/2023,188,,
SW0004,4/1/2023,113.96,,
SW0004,5/1/2023,393.03,,
SW0004,6/1/2023,414.9,,
SW0004,7/1/2023,512.08,,
SW0004,8/1/2023,321.94,,
SW0004,9/1/2023,364.88,,
SW0186,10/1/2022,8.14,,
SW0251,10/1/2022,0,,
SW0251,11/1/2022,0,,
SW0251,12/1/2022,0,,
SW0251,1/1/2023,0,,
SW0251,2/1/2023,0,,
SW0251,3/1/2023,0,,
SW0251,4/1/2023,31.65,,
SW0251,5/1/2023,221.76,,
SW0251,6/1/2023,151.32,,
SW0251,7/1/2023,147.23,,
SW0251,8/1/2023,56.96,,
SW0251,9/1/2023,12.86,,
SW0267,10/1/2022,0,,
SW0267,11/1/2022,0,,
SW0267,12/1/2022,0,,
SW0267,1/1/2023,0,,
SW0267,2/1/2023,0,,
SW0267,3/1/2023,0,,
SW0267,4/1/2023,0,,
SW0267,5/1/2023,244.3,,
SW0267,6/1/2023,469.89,,
SW0267,7/1/2023,636.23,,
SW0267,8/1/2023,433.56,,
SW0267,9/1/2023,442.25,,
SW0268,10/1/2022,0,,
SW0268,11/1/2022,0,,
SW0268,12/1/2022,0,,
SW0268,1/1/2023,0,,
SW0268,2/1/2023,0,,
SW0268,3/1/2023,0,,
SW0268,4/1/2023,5.95,,
SW0268,5/1/2023,303.69,,
SW0268,6/1/2023,493.94,,
SW0268,7/1/2023,647.52,,
SW0268,8/1/2023,371.52,,
SW0268,9/1/2023,37.61,,
SW0354,10/1/2022,3074.38,,
SW0354,11/1/2022,2493.22,,
SW0354,12/1/2022,2501.16,,
SW0354,1/1/2023,3822.15,,
SW0354,2/1/2023,2326.61,,
SW0354,3/1/2023,13098.84,,
SW0354,4/1/2023,9816.2,,
SW0354,5/1/2023,11416.86,,
SW0354,6/1/2023,28413.22,,
SW0354,7/1/2023,15318.35,,
SW0354,8/1/2023,12333.22,,
SW0354,9/1/2023,5416.86,,
SW0126,10/1/2022,127.46,,
SW0126,11/1/2022,0,,
SW0126,12/1/2022,0,,
SW0126,1/1/2023,0,,
SW0126,2/1/2023,0,,
SW0126,3/1/2023,0,,
SW0126,4/1/2023,148.18,,
SW0126,5/1/2023,165.64,,
SW0126,6/1/2023,37.52,,
SW0126,7/1/2023,2.32,,
SW0126,8/1/2023,77.22,,
SW0126,9/1/2023,165.04,,
SW0128,10/1/2022,49.22,,
SW0128,11/1/2022,62.64,,
SW0128,12/1/2022,61.19,,
SW0128,1/1/2023,55.9,,
SW0128,2/1/2023,68.13,,
SW0128,3/1/2023,112.24,,
SW0128,4/1/2023,140.08,,
SW0128,5/1/2023,141.21,,
SW0128,6/1/2023,133.78,,
SW0128,7/1/2023,132.92,,
SW0128,8/1/2023,138.22,,
SW0128,9/1/2023,149.5,,
SW0075,10/1/2022,194.16,,
SW0075,11/1/2022,193.91,,
SW0075,12/1/2022,204.53,,
SW0075,1/1/2023,244.86,,
SW0075,2/1/2023,191.41,,
SW0075,3/1/2023,407.88,,
SW0075,4/1/2023,571.91,,
SW0075,5/1/2023,1553.47,,
SW0075,6/1/2023,2296.15,,
SW0075,7/1/2023,2466.76,,
SW0075,8/1/2023,2028.4,,
SW0075,9/1/2023,697.97,,
SW0095,10/1/2022,86.26,,
SW0095,11/1/2022,76.52,,
SW0095,12/1/2022,74.53,,
SW0095,1/1/2023,78.13,,
SW0095,2/1/2023,72.87,,
SW0095,3/1/2023,86.08,,
SW0095,4/1/2023,98.76,,
SW0095,5/1/2023,131.82,,
SW0095,6/1/2023,149.38,,
SW0095,7/1/2023,161.59,,
SW0095,8/1/2023,171.87,,
SW0095,9/1/2023,157.6,,
SW0138,10/1/2022,0,,
SW0138,11/1/2022,0,,
SW0138,12/1/2022,0,,
SW0138,1/1/2023,0,,
SW0138,2/1/2023,0,,
SW0138,3/1/2023,0,,
SW0138,4/1/2023,0,,
SW0138,5/1/2023,88.96,,
SW0138,6/1/2023,249.91,,
SW0138,7/1/2023,550.93,,
SW0138,8/1/2023,435.53,,
SW0138,9/1/2023,68.22,,
SW0271,10/1/2022,0,,
SW0271,11/1/2022,0,,
SW0271,12/1/2022,0,,
SW0271,1/1/2023,0,,
SW0271,2/1/2023,0,,
SW0271,3/1/2023,0,,
SW0271,4/1/2023,0,,
SW0271,5/1/2023,298.02,,
SW0271,6/1/2023,1126.59,,
SW0271,7/1/2023,1200.26,,
SW0271,8/1/2023,400.32,,
SW0271,9/1/2023,0,,
SW0310,10/1/2022,0,,
SW0310,11/1/2022,0,,
SW0310,12/1/2022,0,,
SW0310,1/1/2023,0,,
SW0310,2/1/2023,0,,
SW0310,3/1/2023,0,,
SW0124,10/1/2022,10216.12,,
SW0124,11/1/2022,8315.07,,
SW0124,12/1/2022,10374.2,,
SW0124,1/1/2023,11446.43,,
SW0124,2/1/2023,151.37,,
SW0124,3/1/2023,9243.93,,
SW0124,4/1/2023,9373.71,,
SW0124,5/1/2023,9652.96,,
SW0124,6/1/2023,1708.15,,
SW0124,7/1/2023,0,,
SW0124,8/1/2023,0,,
SW0124,9/1/2023,0,,
SW0015,10/1/2022,0,,
SW0015,11/1/2022,0,,
SW0015,12/1/2022,0,,
SW0015,1/1/2023,0,,
SW0015,2/1/2023,0,,
SW0015,3/1/2023,48.27,,
SW0015,4/1/2023,115.11,,
SW0015,5/1/2023,286.62,,
SW0015,6/1/2023,305.3,,
SW0015,7/1/2023,308.95,,
SW0015,8/1/2023,323.54,,
SW0015,9/1/2023,30.67,,
SW0039,10/1/2022,153.38,,
SW0039,11/1/2022,131.55,,
SW0039,12/1/2022,123.29,,
SW0039,1/1/2023,118.04,,
SW0039,2/1/2023,103.58,,
SW0039,3/1/2023,129.04,,
SW0039,4/1/2023,136.32,,
SW0039,5/1/2023,147.94,,
SW0039,6/1/2023,149.3,,
SW0039,7/1/2023,158.92,,
SW0039,8/1/2023,155.8,,
SW0039,9/1/2023,168.64,,
SW0252,10/1/2022,0,,
SW0252,11/1/2022,0,,
SW0252,12/1/2022,0,,
SW0252,1/1/2023,0,,
SW0252,2/1/2023,0,,
SW0252,3/1/2023,0,,
SW0252,4/1/2023,7.61,,
SW0252,5/1/2023,161.98,,
SW0252,6/1/2023,160.56,,
SW0252,7/1/2023,109.09,,
SW0252,8/1/2023,17.4,,
SW0252,9/1/2023,2.92,,
SW0278,10/1/2022,0,,
SW0278,11/1/2022,0,,
SW0278,12/1/2022,0,,
SW0278,1/1/2023,0,,
SW0278,2/1/2023,0,,
SW0278,3/1/2023,0,,
SW0278,4/1/2023,0,,
SW0278,5/1/2023,15.09,,
SW0278,6/1/2023,42.74,,
SW0278,7/1/2023,221.47,,
SW0278,8/1/2023,171.21,,
SW0278,9/1/2023,52.98,,
SW0369,10/1/2022,0,,
SW0369,11/1/2022,0,,
SW0369,12/1/2022,0,,
SW0369,1/1/2023,0,,
SW0369,2/1/2023,0,,
SW0369,3/1/2023,0,,
SW0369,4/1/2023,0,,
SW0369,5/1/2023,0,,
SW0369,6/1/2023,0,,
SW0369,7/1/2023,0,,
SW0369,8/1/2023,0,,
SW0369,9/1/2023,0,,
SW0123,10/1/2022,0,,
SW0123,11/1/2022,0,,
SW0123,12/1/2022,0,,
SW0123,1/1/2023,0,,
SW0123,2/1/2023,0,,
SW0123,3/1/2023,0.01,,
SW0123,4/1/2023,0.13,,
SW0123,5/1/2023,0.08,,
SW0123,6/1/2023,0.14,,
SW0123,7/1/2023,0.01,,
SW0123,8/1/2023,0,,
SW0123,9/1/2023,0,,
SW0140,10/1/2022,0,,
SW0140,11/1/2022,0,,
SW0140,12/1/2022,0,,
SW0140,1/1/2023,28.1,,
SW0140,2/1/2023,0,,
SW0140,3/1/2023,99.33,,
SW0140,4/1/2023,117.79,,
SW0140,5/1/2023,115.23,,
SW0140,6/1/2023,112.59,,
SW0140,7/1/2023,127.86,,
SW0140,8/1/2023,105.77,,
SW0140,9/1/2023,92.79,,
SW0197,10/1/2022,0,,
SW0197,11/1/2022,0,,
SW0197,12/1/2022,0,,
SW0197,1/1/2023,0,,
SW0197,2/1/2023,0,,
SW0197,3/1/2023,0,,
SW0197,4/1/2023,0,,
SW0197,5/1/2023,200.83,,
SW0197,6/1/2023,710.94,,
SW0197,7/1/2023,725.4,,
SW0197,8/1/2023,0,,
SW0197,9/1/2023,0,,
SW0236,10/1/2022,0,,
SW0236,11/1/2022,0,,
SW0236,12/1/2022,0,,
SW0236,1/1/2023,0,,
SW0236,2/1/2023,0,,
SW0236,3/1/2023,0,,
SW0236,4/1/2023,0,,
SW0236,5/1/2023,154.49,,
SW0236,6/1/2023,374.98,,
SW0236,7/1/2023,583.85,,
SW0236,8/1/2023,510.6,,
SW0236,9/1/2023,242.75,,
SW0089,10/1/2022,291.61,,
SW0089,11/1/2022,23.95,,
SW0089,12/1/2022,18.99,,
SW0089,1/1/2023,20.84,,
SW0089,2/1/2023,27,,
SW0089,3/1/2023,212.29,,
SW0089,4/1/2023,544.88,,
SW0089,5/1/2023,561.97,,
SW0089,6/1/2023,385.39,,
SW0089,7/1/2023,598.49,,
SW0089,8/1/2023,216.92,,
SW0089,9/1/2023,194.38,,
SW0207,10/1/2022,0,,
SW0207,11/1/2022,0,,
SW0207,12/1/2022,0,,
SW0207,1/1/2023,0,,
SW0207,2/1/2023,0,,
SW0207,3/1/2023,0,,
SW0207,4/1/2023,0,,
SW0207,5/1/2023,225.27,,
SW0207,6/1/2023,269.07,,
SW0207,7/1/2023,250.35,,
SW0207,8/1/2023,7.26,,
SW0207,9/1/2023,0,,
SW0261,10/1/2022,0,,
SW0261,11/1/2022,0,,
SW0261,12/1/2022,0,,
SW0261,1/1/2023,0,,
SW0261,2/1/2023,0,,
SW0261,3/1/2023,0,,
SW0261,4/1/2023,0,,
SW0261,5/1/2023,0,,
SW0261,6/1/2023,0,,
SW0261,7/1/2023,0,,
SW0261,8/1/2023,0,,
SW0261,9/1/2023,0,,
SW0269,10/1/2022,0,,
SW0269,11/1/2022,0,,
SW0269,12/1/2022,0,,
SW0269,1/1/2023,0,,
SW0269,2/1/2023,0,,
SW0269,3/1/2023,0,,
SW0269,4/1/2023,0,,
SW0269,5/1/2023,203.66,,
SW0269,6/1/2023,262.81,,
SW0269,7/1/2023,202.12,,
SW0269,8/1/2023,305.08,,
SW0269,9/1/2023,0,,
SW0287,10/1/2022,0,,
SW0287,11/1/2022,0,,
SW0287,12/1/2022,0,,
SW0287,1/1/2023,0,,
SW0287,2/1/2023,0,,
SW0287,3/1/2023,0,,
SW0287,4/1/2023,0,,
SW0287,5/1/2023,42.79,,
SW0287,6/1/2023,164.98,,
SW0287,7/1/2023,406.54,,
SW0287,8/1/2023,345.39,,
SW0287,9/1/2023,49.92,,
SW0288,10/1/2022,0,,
SW0288,11/1/2022,0,,
SW0288,12/1/2022,0,,
SW0288,1/1/2023,0,,
SW0288,2/1/2023,0,,
SW0288,3/1/2023,0,,
SW0288,4/1/2023,0,,
SW0288,5/1/2023,31.08,,
SW0288,6/1/2023,95.4,,
SW0288,7/1/2023,376.57,,
SW0288,8/1/2023,324.79,,
SW0288,9/1/2023,120.29,,
SW0371,10/1/2022,0,,
SW0371,11/1/2022,0,,
SW0371,12/1/2022,0,,
SW0371,1/1/2023,0,,
SW0371,2/1/2023,0,,
SW0371,3/1/2023,155.38,,
SW0371,4/1/2023,36.2,,
SW0371,5/1/2023,219.44,,
SW0371,6/1/2023,273.43,,
SW0371,7/1/2023,264.25,,
SW0371,8/1/2023,294.64,,
SW0371,9/1/2023,61.78,,
SW0058,10/1/2022,0,,
SW0058,11/1/2022,806.92,,
SW0058,12/1/2022,188.56,,
SW0058,1/1/2023,0,,
SW0058,2/1/2023,0,,
SW0058,3/1/2023,3.86,,
SW0058,4/1/2023,75.84,,
SW0058,5/1/2023,85.78,,
SW0058,6/1/2023,64.46,,
SW0058,7/1/2023,31.55,,
SW0058,8/1/2023,1.9,,
SW0058,9/1/2023,0.53,,
SW0038,10/1/2022,46.38,,
SW0038,11/1/2022,70.1,,
SW0038,12/1/2022,82.05,,
SW0038,1/1/2023,189.46,,
SW0038,2/1/2023,125.53,,
SW0038,3/1/2023,241.29,,
SW0038,4/1/2023,215.02,,
SW0038,5/1/2023,315.03,,
SW0038,6/1/2023,324.8,,
SW0038,7/1/2023,350.17,,
SW0038,8/1/2023,328.4,,
SW0038,9/1/2023,236.19,,
SW0054,10/1/2022,114.12,,
SW0054,11/1/2022,138.86,,
SW0054,12/1/2022,142.25,,
SW0054,1/1/2023,173.32,,
SW0054,2/1/2023,135.79,,
SW0054,3/1/2023,242.98,,
SW0054,4/1/2023,498.01,,
SW0054,5/1/2023,517.34,,
SW0054,6/1/2023,682.63,,
SW0054,7/1/2023,678.84,,
SW0054,8/1/2023,94.01,,
SW0054,9/1/2023,95.67,,
SW0064,10/1/2022,46.3,,
SW0064,11/1/2022,70.9,,
SW0064,12/1/2022,43.63,,
SW0064,1/1/2023,61.54,,
SW0064,2/1/2023,48.93,,
SW0064,3/1/2023,203.63,,
SW0064,4/1/2023,536.95,,
SW0064,5/1/2023,1146.46,,
SW0064,6/1/2023,1365.58,,
SW0064,7/1/2023,1419.04,,
SW0064,8/1/2023,806.95,,
SW0064,9/1/2023,341.58,,
SW0188,10/1/2022,5.7,,
SW0296,10/1/2022,0,,
SW0296,11/1/2022,0,,
SW0296,12/1/2022,0,,
SW0296,1/1/2023,0,,
SW0296,2/1/2023,0,,
SW0296,3/1/2023,0,,
SW0296,4/1/2023,0,,
SW0296,5/1/2023,8.49,,
SW0296,6/1/2023,22.38,,
SW0296,7/1/2023,58.44,,
SW0296,8/1/2023,17.63,,
SW0296,9/1/2023,0,,
SW0122,10/1/2022,1.65,,
SW0122,11/1/2022,0.08,,
SW0122,12/1/2022,0,,
SW0122,1/1/2023,7.65,,
SW0122,2/1/2023,0.12,,
SW0122,3/1/2023,49.15,,
SW0122,4/1/2023,67.05,,
SW0122,5/1/2023,6.58,,
SW0122,6/1/2023,15.04,,
SW0122,7/1/2023,15.62,,
SW0122,8/1/2023,0.88,,
SW0122,9/1/2023,34.52,,
SW0067,10/1/2022,313.74,,
SW0067,11/1/2022,304.4,,
SW0067,12/1/2022,335.86,,
SW0067,1/1/2023,372.57,,
SW0067,2/1/2023,304.57,,
SW0067,3/1/2023,475.92,,
SW0067,4/1/2023,559.81,,
SW0067,5/1/2023,856.4,,
SW0067,6/1/2023,1101.76,,
SW0067,7/1/2023,1694.83,,
SW0067,8/1/2023,2267.4,,
SW0067,9/1/2023,1482.32,,
SW0245,10/1/2022,0,,
SW0245,11/1/2022,0,,
